Transaction amount
"measure"," 14 pence","","",""
"measure"," 14 pence","","",""
"measure"," 320 pence","","",""
"measure"," 320 pence","","",""
"measure"," 320 pence","","",""
"measure"," 320 pence","","",""
"measure"," 320 pence","","",""
"measure","14 pence","","",""
"measure","256 pence","","",""
"measure","320 pence","","",""
"measure","60 pence","","",""
